year,lgID,tmID,franchID,confID,divID,rank,playoff,seeded,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,W,L,awards,diff_fgm,diff_fga,diff_ftm,diff_fta,diff_3pm,diff_3pa,diff_oreb,diff_dreb,diff_reb,diff_asts,diff_pf,diff_stl,diff_to,diff_blk,diff_pts,diff_tmORB,diff_tmDRB,diff_tmTRB,diff_won,diff_homeW,diff_awayW,diff_confW,diff_W,mean_diff_fgm,mean_diff_fga,mean_diff_ftm,mean_diff_fta,mean_diff_3pm,mean_diff_3pa,mean_diff_oreb,mean_diff_dreb,mean_diff_reb,mean_diff_asts,mean_diff_pf,mean_diff_stl,mean_diff_to,mean_diff_blk,mean_diff_pts,mean_diff_tmORB,mean_diff_tmDRB,mean_diff_tmTRB,mean_diff_won,mean_diff_homeW,mean_diff_awayW,mean_diff_confW,mean_diff_W,next_year_playoff
4,WNBA,SAC,SAC,WE,,3,1,0,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,1067,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,1096,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578,ARCO Arena (II),3.0,3.0,1,46,116,-10,29,1,6,4,-33,-29,52,1,73,-115,-19,83,0,0,0,4,7,-3,2,0.0,19.0,77.66666666666667,-13.666666666666666,10.0,-11.666666666666666,-15.333333333333334,-14.333333333333334,-47.0,-61.333333333333336,37.0,14.666666666666666,53.333333333333336,-90.0,-19.0,12.666666666666666,0.0,0.0,0.0,1.3333333333333333,6.0,-4.666666666666667,-0.3333333333333333,0.0,1.0
5,WNBA,SAC,SAC,WE,,4,1,0,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),3.0,3.0,0,71,200,-39,-27,-32,-93,79,-41,38,6,-5,73,-108,1,71,0,0,0,2,3,-1,2,0.0,62.666666666666664,172.0,-29.333333333333332,-8.333333333333334,-21.0,-60.0,54.0,-38.333333333333336,15.666666666666666,21.333333333333332,-3.0,73.0,-110.33333333333333,-5.666666666666667,75.0,0.0,0.0,0.0,2.6666666666666665,4.333333333333333,-1.6666666666666667,2.0,0.0,1.0
6,WNBA,SAC,SAC,WE,,1,1,0,W,W,W,Sacramento Monarchs,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,0,0,0,0,0,0,25,9,34,15,2,10,7,17,5,6800,145213,ARCO Arena (II),7.0,1.0,2,102,163,16,68,16,-16,96,-20,76,64,-39,69,-122,-24,236,0,0,0,16,13,3,12,6.0,91.66666666666667,175.33333333333334,-2.3333333333333335,36.333333333333336,0.0,-41.666666666666664,90.33333333333333,-27.0,63.333333333333336,44.666666666666664,-27.666666666666668,70.33333333333333,-117.33333333333333,-15.666666666666666,181.0,0.0,0.0,0.0,11.333333333333334,9.666666666666666,1.6666666666666667,8.666666666666666,4.0,1.0
7,WNBA,SAC,SAC,WE,,2,1,0,W,W,L,Sacramento Monarchs,919,2190,542,741,157,461,418,720,1138,509,670,330,542,88,2537,872,2021,504,661,156,507,294,725,1019,507,687,244,633,143,2404,0,0,0,0,0,0,21,13,34,14,3,7,10,10,10,6875,147739,ARCO Arena (II),6.0,3.0,2,47,169,38,80,1,-46,124,-5,119,2,-17,86,-91,-55,133,0,0,0,8,11,-3,0,3.0,65.33333333333333,167.0,30.666666666666668,76.0,6.0,-36.0,114.66666666666667,-10.0,104.66666666666667,22.666666666666668,-24.333333333333332,80.33333333333333,-101.33333333333333,-44.666666666666664,167.33333333333334,0.0,0.0,0.0,10.666666666666666,11.666666666666666,-1.0,4.0,4.0,1.0
8,WNBA,SAC,SAC,WE,,3,1,0,L,,,Sacramento Monarchs,901,2214,572,745,153,429,452,723,1175,537,642,325,611,101,2527,891,2081,512,664,186,547,308,718,1026,542,689,274,649,141,2480,0,0,0,0,0,0,19,15,34,12,5,7,10,12,10,6950,142575,ARCO Arena (II),1.0,2.0,0,10,133,60,81,-33,-118,144,5,149,-5,-47,51,-38,-40,47,0,0,0,4,7,-3,2,-1.0,22.333333333333332,145.0,52.666666666666664,80.66666666666667,-21.666666666666668,-94.0,137.33333333333334,1.6666666666666667,139.0,-2.6666666666666665,-37.0,62.666666666666664,-55.666666666666664,-45.0,75.66666666666667,0.0,0.0,0.0,5.333333333333333,8.333333333333334,-3.0,1.3333333333333333,0.3333333333333333,1.0
9,WNBA,SAC,SAC,WE,,4,1,0,L,,,Sacramento Monarchs,883,2159,611,816,168,438,388,721,1109,473,690,319,586,77,2545,958,2128,469,622,186,542,308,767,1075,581,759,267,624,206,2571,0,0,0,0,0,0,18,16,34,13,4,5,12,9,11,6800,139066,ARCO Arena (II),1.0,2.0,0,-75,31,142,194,-18,-104,80,-46,34,-108,-69,52,-38,-129,-26,0,0,0,2,9,-7,-2,-1.0,-46.666666666666664,65.0,114.66666666666667,156.33333333333334,-23.0,-108.66666666666667,101.33333333333333,-29.0,72.33333333333333,-73.66666666666667,-61.666666666666664,51.666666666666664,-38.0,-99.33333333333333,-1.6666666666666667,0.0,0.0,0.0,2.6666666666666665,8.333333333333334,-5.666666666666667,-0.6666666666666666,-1.0,0.0
10,WNBA,SAC,SAC,WE,,6,0,0,,,,Sacramento Monarchs,946,2194,586,744,132,389,391,763,1154,540,645,289,584,98,2610,994,2221,479,586,223,604,326,702,1028,627,704,262,576,147,2690,0,0,0,0,0,0,12,22,34,7,10,5,12,6,14,6850,131654,ARCO Arena (II),0.0,0.0,1,-48,-27,107,158,-91,-215,65,61,126,-87,-59,27,8,-49,-80,0,0,0,-10,-3,-7,-8,0.0,-57.0,-7.666666666666667,118.66666666666667,170.0,-66.66666666666667,-178.0,70.0,25.333333333333332,95.33333333333333,-94.0,-62.333333333333336,35.333333333333336,-7.333333333333333,-75.66666666666667,-62.0,0.0,0.0,0.0,-6.0,1.0,-7.0,-6.0,-0.3333333333333333,
4,WNBA,SAS,SAS,WE,,6,0,0,,,,San Antonio Silver Stars,792,2068,538,736,93,315,350,795,1145,428,728,187,513,167,2215,867,2176,544,745,149,482,389,783,1172,530,669,275,424,140,2427,0,0,0,0,0,0,12,22,34,9,8,3,14,10,14,6825,176526,AT&T Center,0.0,0.0,0,-75,-108,-6,-9,-56,-167,-39,12,-27,-102,59,-88,89,27,-212,0,0,0,-10,1,-11,-4,0.0,-75.0,-108.0,-6.0,-9.0,-56.0,-167.0,-39.0,12.0,-27.0,-102.0,59.0,-88.0,89.0,27.0,-212.0,0.0,0.0,0.0,-10.0,1.0,-11.0,-4.0,0.0,0.0
5,WNBA,SAS,SAS,WE,,7,0,0,,,,San Antonio Silver Stars,812,1940,488,628,79,247,302,701,1003,493,628,272,513,106,2191,888,2003,416,564,172,469,324,710,1034,575,624,280,492,129,2364,0,0,0,0,0,0,9,25,34,6,11,3,14,6,16,6875,142717,AT&T Center,0.0,0.0,0,-76,-63,72,64,-93,-222,-22,-9,-31,-82,4,-8,21,-23,-173,0,0,0,-16,-5,-11,-10,0.0,-75.66666666666667,-78.0,46.0,39.666666666666664,-80.66666666666667,-203.66666666666666,-27.666666666666668,-2.0,-29.666666666666668,-88.66666666666667,22.333333333333332,-34.666666666666664,43.666666666666664,-6.333333333333333,-186.0,0.0,0.0,0.0,-14.0,-3.0,-11.0,-8.0,0.0,0.0
6,WNBA,SAS,SAS,WE,,7,0,0,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,946,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,1055,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054,AT&T Center,0.0,0.0,0,-134,-226,40,41,-32,-69,-95,-14,-109,-130,-35,-88,106,-58,-260,0,0,0,-20,-7,-13,-16,0.0,-114.66666666666667,-171.66666666666666,50.666666666666664,48.666666666666664,-52.333333333333336,-120.0,-70.66666666666667,-12.333333333333334,-83.0,-114.0,-22.0,-61.333333333333336,77.66666666666667,-46.333333333333336,-231.0,0.0,0.0,0.0,-18.666666666666668,-6.333333333333333,-12.333333333333334,-14.0,0.0,0.0
7,WNBA,SAS,SAS,WE,,6,0,0,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,1168,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,1237,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749,AT&T Center,0.0,0.0,0,-59,-7,14,32,24,97,-18,-51,-69,-20,-31,-8,8,-46,-80,0,0,0,-8,-5,-3,0,0.0,-84.0,-80.0,22.666666666666668,35.0,5.333333333333333,41.666666666666664,-43.666666666666664,-38.666666666666664,-82.33333333333333,-56.666666666666664,-32.333333333333336,-34.666666666666664,40.666666666666664,-50.0,-140.0,0.0,0.0,0.0,-12.0,-5.666666666666667,-6.333333333333333,-5.333333333333333,0.0,1.0
8,WNBA,SAS,SAS,WE,,2,1,0,W,L,,San Antonio Silver Stars,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,0,0,0,0,0,0,20,14,34,9,8,11,6,13,9,6875,128680,AT&T Center,2.0,3.0,1,19,37,-65,-111,60,112,-38,-12,-50,51,34,26,-25,-7,33,0,0,0,6,1,5,4,-1.0,-7.0,22.333333333333332,-38.666666666666664,-63.333333333333336,48.0,107.0,-31.333333333333332,-25.0,-56.333333333333336,27.333333333333332,12.333333333333334,14.666666666666666,-14.0,-20.0,-4.666666666666667,0.0,0.0,0.0,1.3333333333333333,-1.0,2.3333333333333335,2.6666666666666665,-0.6666666666666666,1.0
9,WNBA,SAS,SAS,WE,,1,1,0,W,W,L,San Antonio Silver Stars,901,2080,561,694,183,539,246,847,1093,601,602,272,525,150,2546,904,2271,471,634,139,483,389,817,1206,500,666,278,528,109,2418,0,0,0,0,0,0,24,10,34,15,2,9,8,10,10,6850,135722,AT&T Center,4.0,5.0,1,-3,-191,90,60,44,56,-143,30,-113,101,-64,-6,-3,41,128,0,0,0,14,13,1,0,-1.0,4.333333333333333,-115.0,38.333333333333336,3.0,49.333333333333336,74.66666666666667,-108.0,16.0,-92.0,84.33333333333333,-31.333333333333332,4.666666666666667,-10.333333333333334,25.0,96.33333333333333,0.0,0.0,0.0,11.333333333333334,9.0,2.3333333333333335,1.3333333333333333,-1.0,1.0
10,WNBA,SAS,SAS,WE,,4,1,0,L,,,San Antonio Silver Stars,936,2190,487,626,256,739,281,768,1049,598,596,257,509,116,2615,1000,2279,488,620,173,499,364,824,1188,529,643,268,502,120,2661,0,0,0,0,0,0,15,19,34,10,7,5,12,10,10,6950,127957,AT&T Center,1.0,2.0,0,-64,-89,-1,6,83,240,-83,-56,-139,69,-47,-11,7,-4,-46,0,0,0,-4,3,-7,0,-1.0,-43.666666666666664,-123.0,29.333333333333332,24.0,70.0,178.66666666666666,-103.0,-27.333333333333332,-130.33333333333334,79.66666666666667,-52.666666666666664,-9.333333333333334,3.6666666666666665,11.0,12.0,0.0,0.0,0.0,2.0,6.333333333333333,-4.333333333333333,0.0,-1.0,
1,WNBA,SEA,SEA,WE,,8,0,0,,,,Seattle Storm,667,1740,379,561,109,364,256,537,793,390,648,255,525,93,1822,778,1721,498,654,117,334,288,721,1009,506,618,284,529,123,2171,0,0,0,0,0,0,6,26,32,4,12,2,14,4,17,6475,142594,KeyArena at Seattle Center,0.0,0.0,0,-111,19,-119,-93,-8,30,-32,-184,-216,-116,30,-29,-4,-30,-349,0,0,0,-20,-8,-12,-13,0.0,-111.0,19.0,-119.0,-93.0,-8.0,30.0,-32.0,-184.0,-216.0,-116.0,30.0,-29.0,-4.0,-30.0,-349.0,0.0,0.0,0.0,-20.0,-8.0,-12.0,-13.0,0.0,0.0
2,WNBA,SEA,SEA,WE,,8,0,0,,,,Seattle Storm,689,1821,415,606,128,412,306,585,891,412,605,273,431,127,1921,753,1750,417,559,125,325,296,756,1052,492,588,228,519,127,2048,0,0,0,0,0,0,10,22,32,5,11,5,11,6,15,6550,95257,KeyArena at Seattle Center,0.0,0.0,0,-64,71,-2,47,3,87,10,-171,-161,-80,17,45,-88,0,-127,0,0,0,-12,-6,-6,-9,0.0,-79.66666666666667,53.666666666666664,-41.0,0.3333333333333333,-0.6666666666666666,68.0,-4.0,-175.33333333333334,-179.33333333333334,-92.0,21.333333333333332,20.333333333333332,-60.0,-10.0,-201.0,0.0,0.0,0.0,-14.666666666666666,-6.666666666666667,-8.0,-10.333333333333334,0.0,1.0
3,WNBA,SEA,SEA,WE,,4,1,0,L,,,Seattle Storm,794,1948,418,543,182,506,362,633,995,514,623,282,477,151,2188,783,1818,435,587,102,342,307,662,969,488,563,254,531,125,2103,0,0,0,0,0,0,17,15,32,10,6,7,9,10,11,6450,111774,KeyArena at Seattle Center,0.0,2.0,0,11,130,-17,-44,80,164,55,-29,26,26,60,28,-54,26,85,0,0,0,2,4,-2,-1,-2.0,-14.0,110.33333333333333,-12.0,-13.666666666666666,54.333333333333336,138.33333333333334,40.0,-76.33333333333333,-36.333333333333336,-9.333333333333334,45.666666666666664,33.666666666666664,-65.33333333333333,17.333333333333332,14.333333333333334,0.0,0.0,0.0,-2.6666666666666665,0.6666666666666666,-3.3333333333333335,-3.6666666666666665,-1.3333333333333333,0.0
4,WNBA,SEA,SEA,WE,,5,0,0,,,,Seattle Storm,890,2045,442,567,166,500,342,732,1074,548,644,232,465,138,2388,844,2039,441,591,145,437,352,689,1041,456,570,245,459,104,2274,0,0,0,0,0,0,18,16,34,13,4,5,12,11,13,6850,120857,KeyArena at Seattle Center,0.0,0.0,1,46,6,1,-24,21,63,-10,43,33,92,74,-13,6,34,114,0,0,0,2,9,-7,-2,0.0,34.333333333333336,47.333333333333336,-5.0,-30.666666666666668,40.666666666666664,96.66666666666667,11.666666666666666,19.0,30.666666666666668,70.0,69.33333333333333,0.6666666666666666,-14.0,31.333333333333332,104.33333333333333,0.0,0.0,0.0,2.0,7.333333333333333,-5.333333333333333,-1.6666666666666667,-0.6666666666666666,1.0
5,WNBA,SEA,SEA,WE,,2,1,0,W,W,W,Seattle Storm,873,2025,524,676,167,439,350,709,1059,552,665,302,499,131,2437,851,1989,423,592,139,391,303,679,982,507,678,252,527,137,2264,0,0,0,0,0,0,20,14,34,13,4,7,10,13,9,6825,134291,KeyArena at Seattle Center,6.0,2.0,1,22,36,101,84,28,48,47,30,77,45,-13,50,-28,-6,173,0,0,0,6,9,-3,4,4.0,30.0,26.0,67.66666666666667,48.0,25.666666666666668,53.0,28.0,34.333333333333336,62.333333333333336,60.666666666666664,16.0,29.0,-16.666666666666668,7.333333333333333,153.33333333333334,0.0,0.0,0.0,4.666666666666667,9.0,-4.333333333333333,2.0,2.6666666666666665,1.0
6,WNBA,SEA,SEA,WE,,2,1,0,L,,,Seattle Storm,906,2066,544,688,142,429,323,776,1099,520,657,201,516,158,2498,892,2163,490,646,133,419,334,686,1020,568,691,267,438,154,2407,0,0,0,0,0,0,20,14,34,14,3,6,11,13,9,6825,151150,KeyArena at Seattle Center,1.0,2.0,0,14,-97,54,42,9,10,-11,90,79,-48,-34,-66,78,4,91,0,0,0,6,11,-5,4,-1.0,16.666666666666668,-52.666666666666664,69.66666666666667,56.0,15.333333333333334,22.666666666666668,8.333333333333334,70.0,78.33333333333333,-17.0,-27.0,-27.333333333333332,42.666666666666664,0.6666666666666666,118.33333333333333,0.0,0.0,0.0,6.0,10.333333333333334,-4.333333333333333,4.0,0.6666666666666666,1.0
7,WNBA,SEA,SEA,WE,,4,1,0,L,,,Seattle Storm,961,2124,562,712,160,475,327,821,1148,514,682,232,570,127,2644,940,2218,531,707,164,484,322,709,1031,520,683,297,485,115,2575,0,0,0,0,0,0,18,16,34,9,8,9,8,10,10,6800,145664,KeyArena at Seattle Center,1.0,2.0,2,21,-94,31,5,-4,-9,5,112,117,-6,-1,-65,85,12,69,0,0,0,2,1,1,0,-1.0,18.666666666666668,-95.0,38.666666666666664,17.333333333333332,0.3333333333333333,-2.6666666666666665,-0.3333333333333333,104.66666666666667,104.33333333333333,-20.0,-12.0,-65.33333333333333,82.66666666666667,9.333333333333334,76.33333333333333,0.0,0.0,0.0,3.3333333333333335,4.333333333333333,-1.0,1.3333333333333333,-1.0,1.0
8,WNBA,SEA,SEA,WE,,4,1,0,L,,,Seattle Storm,964,2210,582,715,224,639,344,820,1164,533,620,242,533,151,2734,987,2321,478,586,195,528,333,761,1094,591,642,272,495,112,2647,0,0,0,0,0,0,17,17,34,12,5,5,12,11,11,6825,135553,KeyArena at Seattle Center,0.0,2.0,2,-23,-111,104,129,29,111,11,59,70,-58,-22,-30,38,39,87,0,0,0,0,7,-7,0,-2.0,-8.333333333333334,-105.33333333333333,79.66666666666667,87.66666666666667,18.0,71.0,9.0,76.66666666666667,85.66666666666667,-40.666666666666664,-15.0,-41.666666666666664,53.666666666666664,30.0,81.0,0.0,0.0,0.0,0.6666666666666666,5.0,-4.333333333333333,0.0,-1.6666666666666667,1.0
9,WNBA,SEA,SEA,WE,,2,1,0,L,,,Seattle Storm,899,2112,552,728,143,453,340,822,1162,530,684,269,526,140,2493,861,2164,512,680,172,539,332,760,1092,498,674,263,515,115,2406,0,0,0,0,0,0,22,12,34,16,1,6,11,13,7,6800,140503,KeyArena at Seattle Center,1.0,2.0,0,38,-52,40,48,-29,-86,8,62,70,32,10,6,11,25,87,0,0,0,10,15,-5,6,-1.0,17.666666666666668,-71.66666666666667,61.333333333333336,75.0,-9.666666666666666,-20.333333333333332,9.0,61.0,70.0,2.0,-0.6666666666666666,-6.0,20.0,29.666666666666668,87.0,0.0,0.0,0.0,6.666666666666667,12.333333333333334,-5.666666666666667,4.0,-1.3333333333333333,1.0
10,WNBA,SEA,SEA,WE,,2,1,0,L,,,Seattle Storm,909,2116,555,707,171,486,316,788,1104,536,710,276,555,150,2544,882,2150,510,671,202,585,332,746,1078,517,672,275,555,131,2476,0,0,0,0,0,0,20,14,34,13,4,7,10,13,7,7025,133858,KeyArena at Seattle Center,1.0,2.0,1,27,-34,45,36,-31,-99,-16,42,26,19,38,1,0,19,68,0,0,0,6,9,-3,6,-1.0,30.666666666666668,-40.0,43.333333333333336,40.0,-30.333333333333332,-94.66666666666667,-8.0,48.666666666666664,40.666666666666664,23.333333333333332,28.666666666666668,2.6666666666666665,3.6666666666666665,21.0,74.33333333333333,0.0,0.0,0.0,7.333333333333333,11.0,-3.6666666666666665,6.0,-1.0,
1,WNBA,UTA,SAS,WE,,5,0,0,,,,Utah Starzz,858,1896,609,790,88,262,348,732,1080,522,698,214,544,157,2413,860,1964,531,721,156,448,313,598,911,503,702,301,437,112,2407,0,0,0,0,0,0,18,14,32,12,4,6,10,13,8,6400,103442,EnergySolutions Arena,0.0,0.0,0,-2,-68,78,69,-68,-186,35,134,169,19,-4,-87,107,45,6,0,0,0,4,8,-4,5,0.0,-2.0,-68.0,78.0,69.0,-68.0,-186.0,35.0,134.0,169.0,19.0,-4.0,-87.0,107.0,45.0,6.0,0.0,0.0,0.0,4.0,8.0,-4.0,5.0,0.0,1.0
2,WNBA,UTA,SAS,WE,,3,1,0,L,,,Utah Starzz,811,1849,507,675,78,244,295,775,1070,524,622,202,493,156,2207,789,1976,489,660,125,429,344,630,974,478,645,275,390,148,2192,0,0,0,0,0,0,19,13,32,9,7,10,6,11,10,6475,110507,EnergySolutions Arena,0.0,2.0,0,22,-127,18,15,-47,-185,-49,145,96,46,-23,-73,103,8,15,0,0,0,6,2,4,1,-2.0,14.0,-107.33333333333333,38.0,33.0,-54.0,-185.33333333333334,-21.0,141.33333333333334,120.33333333333333,37.0,-16.666666666666668,-77.66666666666667,104.33333333333333,20.333333333333332,12.0,0.0,0.0,0.0,5.333333333333333,4.0,1.3333333333333333,2.3333333333333335,-1.3333333333333333,1.0
3,WNBA,UTA,SAS,WE,,3,1,0,W,,,Utah Starzz,843,1911,643,844,89,247,347,721,1068,478,665,228,522,178,2418,851,2067,516,688,126,377,361,645,1006,489,724,260,444,149,2344,0,0,0,0,0,0,20,12,32,12,4,8,8,12,9,6450,118720,EnergySolutions Arena,2.0,3.0,0,-8,-156,127,156,-37,-130,-14,76,62,-11,-59,-32,78,29,74,0,0,0,8,8,0,3,-1.0,2.0,-146.33333333333334,90.66666666666667,109.0,-40.333333333333336,-148.33333333333334,-25.666666666666668,99.0,73.33333333333333,8.0,-47.0,-45.666666666666664,86.33333333333333,22.0,54.333333333333336,0.0,0.0,0.0,7.333333333333333,6.0,1.3333333333333333,2.3333333333333335,-1.3333333333333333,
1,WNBA,WAS,WAS,EA,,4,1,0,L,,,Washington Mystics,832,1813,403,578,109,335,300,646,946,521,597,245,506,126,2176,845,1875,382,555,149,397,299,612,911,513,595,261,456,102,2221,0,0,0,0,0,0,14,18,32,7,9,7,9,13,8,6400,244134,Verizon Center,0.0,2.0,0,-13,-62,21,23,-40,-62,1,34,35,8,2,-16,50,24,-45,0,0,0,-4,-2,-2,5,-2.0,-13.0,-62.0,21.0,23.0,-40.0,-62.0,1.0,34.0,35.0,8.0,2.0,-16.0,50.0,24.0,-45.0,0.0,0.0,0.0,-4.0,-2.0,-2.0,5.0,-2.0,0.0
2,WNBA,WAS,WAS,EA,,8,0,0,,,,Washington Mystics,739,1915,333,504,117,418,356,699,1055,424,537,257,495,127,1928,791,1945,347,467,146,408,331,737,1068,487,543,261,454,103,2075,0,0,0,0,0,0,10,22,32,8,8,2,14,4,17,6500,246667,Verizon Center,0.0,0.0,0,-52,-30,-14,37,-29,10,25,-38,-13,-63,-6,-4,41,24,-147,0,0,0,-12,0,-12,-13,0.0,-39.0,-40.666666666666664,-2.3333333333333335,32.333333333333336,-32.666666666666664,-14.0,17.0,-14.0,3.0,-39.333333333333336,-3.3333333333333335,-8.0,44.0,24.0,-113.0,0.0,0.0,0.0,-9.333333333333334,-0.6666666666666666,-8.666666666666666,-7.0,-0.6666666666666666,1.0
3,WNBA,WAS,WAS,EA,,3,1,0,W,,,Washington Mystics,806,1910,359,478,164,443,330,708,1038,516,583,221,455,94,2135,786,1903,397,538,147,446,309,680,989,442,570,237,441,101,2116,0,0,0,0,0,0,17,15,32,9,7,8,8,12,9,6450,259237,Verizon Center,3.0,2.0,2,20,7,-38,-60,17,-3,21,28,49,74,13,-16,14,-7,19,0,0,0,2,2,0,3,1.0,-4.0,-5.333333333333333,-30.0,-27.666666666666668,1.6666666666666667,1.3333333333333333,22.333333333333332,6.0,28.333333333333332,28.333333333333332,6.666666666666667,-12.0,23.0,3.3333333333333335,-36.333333333333336,0.0,0.0,0.0,-2.6666666666666665,1.3333333333333333,-4.0,-2.3333333333333335,0.6666666666666666,0.0
4,WNBA,WAS,WAS,EA,,7,0,0,,,,Washington Mystics,896,2191,381,507,157,505,382,703,1085,568,676,213,462,99,2330,909,2033,509,691,171,482,334,781,1115,591,565,251,468,119,2498,0,0,0,0,0,0,9,25,34,3,14,6,11,7,17,6875,238710,Verizon Center,0.0,0.0,0,-13,158,-128,-184,-14,23,48,-78,-30,-23,111,-38,-6,-20,-168,0,0,0,-16,-11,-5,-10,0.0,-2.0,107.66666666666667,-98.0,-142.66666666666666,-3.6666666666666665,14.333333333333334,39.0,-42.666666666666664,-3.6666666666666665,9.333333333333334,78.33333333333333,-30.666666666666668,0.6666666666666666,-15.666666666666666,-105.66666666666667,0.0,0.0,0.0,-10.0,-6.666666666666667,-3.3333333333333335,-5.666666666666667,0.3333333333333333,1.0
5,WNBA,WAS,WAS,EA,,4,1,0,L,,,Washington Mystics,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,0,0,0,0,0,0,17,17,34,11,6,6,11,9,11,6850,214448,Verizon Center,1.0,2.0,0,9,75,-36,-25,-41,-142,1,-44,-43,-67,25,18,-68,17,-59,0,0,0,0,5,-5,-2,-1.0,1.6666666666666667,102.66666666666667,-66.66666666666667,-78.0,-32.0,-87.0,16.666666666666668,-55.333333333333336,-38.666666666666664,-52.333333333333336,53.666666666666664,-0.6666666666666666,-47.333333333333336,4.666666666666667,-95.33333333333333,0.0,0.0,0.0,-5.333333333333333,-0.3333333333333333,-5.0,-4.666666666666667,-0.6666666666666666,0.0
6,WNBA,WAS,WAS,EA,,5,0,0,,,,Washington Mystics,847,1968,388,546,181,510,266,677,943,517,697,260,435,76,2263,833,1872,489,648,150,433,267,757,1024,545,638,205,504,108,2305,0,0,0,0,0,0,16,18,34,10,7,6,11,9,11,6900,171501,Verizon Center,0.0,0.0,1,14,96,-101,-102,31,77,-1,-80,-81,-28,59,55,-69,-32,-42,0,0,0,-2,3,-5,-2,0.0,12.333333333333334,89.0,-79.33333333333333,-76.33333333333333,7.0,4.0,-0.3333333333333333,-68.0,-68.33333333333333,-41.0,47.666666666666664,42.666666666666664,-68.66666666666667,-15.666666666666666,-47.666666666666664,0.0,0.0,0.0,-1.3333333333333333,3.6666666666666665,-5.0,-2.0,-0.3333333333333333,1.0
7,WNBA,WAS,WAS,EA,,4,1,0,L,,,Washington Mystics,1016,2199,528,715,187,522,330,770,1100,576,784,306,541,113,2747,909,2102,635,851,204,553,321,720,1041,583,687,252,573,89,2657,0,0,0,0,0,0,18,16,34,13,4,5,12,12,8,6850,133255,Verizon Center,0.0,2.0,0,107,97,-107,-136,-17,-31,9,50,59,-7,97,54,-32,24,90,0,0,0,2,9,-7,4,-2.0,76.0,96.66666666666667,-105.0,-124.66666666666667,-1.0,5.0,5.666666666666667,6.666666666666667,12.333333333333334,-14.0,84.33333333333333,54.333333333333336,-44.333333333333336,5.333333333333333,46.0,0.0,0.0,0.0,0.6666666666666666,7.0,-6.333333333333333,2.0,-1.3333333333333333,0.0
8,WNBA,WAS,WAS,EA,,5,0,0,,,,Washington Mystics,877,2170,668,839,163,528,335,783,1118,472,763,282,571,133,2585,924,2216,616,801,175,520,383,825,1208,549,762,256,579,103,2639,0,0,0,0,0,0,16,18,34,8,9,8,9,8,12,6900,133255,Verizon Center,0.0,0.0,0,-47,-46,52,38,-12,8,-48,-42,-90,-77,1,26,-8,30,-54,0,0,0,-2,-1,-1,-4,0.0,4.333333333333333,1.6666666666666667,-1.0,-20.0,-13.666666666666666,-5.0,-29.0,-11.333333333333334,-40.333333333333336,-53.666666666666664,33.0,35.333333333333336,-16.0,28.0,-6.0,0.0,0.0,0.0,-0.6666666666666666,2.3333333333333335,-3.0,-1.3333333333333333,-0.6666666666666666,0.0
9,WNBA,WAS,WAS,EA,,6,0,0,,,,Washington Mystics,885,2131,435,659,163,460,362,770,1132,483,757,241,637,93,2368,929,2096,563,760,180,528,306,787,1093,542,708,314,530,146,2601,0,0,0,0,0,0,10,24,34,6,11,4,13,6,14,6825,154637,Verizon Center,0.0,0.0,0,-44,35,-128,-101,-17,-68,56,-17,39,-59,49,-73,107,-53,-233,0,0,0,-14,-5,-9,-8,0.0,-45.0,8.0,-68.0,-54.666666666666664,-15.333333333333334,-42.666666666666664,21.333333333333332,-25.333333333333332,-4.0,-65.0,33.0,-40.0,68.66666666666667,-25.333333333333332,-173.33333333333334,0.0,0.0,0.0,-10.0,-3.6666666666666665,-6.333333333333333,-6.666666666666667,0.0,1.0
10,WNBA,WAS,WAS,EA,,4,1,0,L,,,Washington Mystics,933,2205,580,827,139,426,388,803,1191,453,725,314,607,118,2585,945,2184,570,755,162,478,322,789,1111,524,778,315,576,156,2622,0,0,0,0,0,0,16,18,34,11,6,5,12,10,12,6875,192747,Verizon Center,0.0,2.0,1,-12,21,10,72,-23,-52,66,14,80,-71,-53,-1,31,-38,-37,0,0,0,-2,5,-7,-2,-2.0,-22.666666666666668,25.666666666666668,-36.0,14.333333333333334,-21.0,-57.333333333333336,62.666666666666664,3.6666666666666665,66.33333333333333,-67.0,-19.0,-25.0,56.333333333333336,-43.0,-102.33333333333333,0.0,0.0,0.0,-6.0,1.6666666666666667,-7.666666666666667,-4.0,-1.3333333333333333,
